engine_cc,horsepower,weight_kg,fuel_type,kmpl,road_type,avg_speed_kmph,ac_on,tyre_psi,traffic_level,payload_kg
3000.0,,,Premium,8.924999999999999,city,36.284599845280255,1,32.5,medium,170.8260070919157
4400.0,,,Premium,6.8,hilly,44.2011865023983,0,32.2,high,101.36086668582705
4400.0,,,Premium,6.8,city,41.910128590059735,1,32.5,medium,144.91107754297093
3500.0,,,Regular,8.5,city,39.15640051332996,1,33.3,high,138.97820382934577
2000.0,,,Regular,11.049999999999999,highway,113.98696876463359,1,31.5,low,41.407580353468845
3500.0,,,Premium,11.9,city,41.88433402482209,0,32.6,high,106.13780926923069
3000.0,,,Premium,8.075,highway,81.10425685257566,0,31.6,medium,147.51734807713322
4400.0,,,Premium,5.95,highway,76.63468907910041,0,33.7,medium,96.2189064240023
3000.0,,,Premium,8.075,highway,94.99417338761617,1,31.5,low,39.597867266409395
4400.0,,,Premium,5.95,city,43.21781978952802,1,33.3,low,96.04339365087733
6200.0,,,Premium,7.225,city,33.721266164901444,1,32.5,low,179.03961393318514
7000.0,,,Premium,7.6499999999999995,highway,93.3732768405498,1,34.5,medium,141.2082465451147
1000.0,,,Premium,15.299999999999999,city,34.93439877611997,1,31.2,high,129.86356034422067
1000.0,,,Premium,15.299999999999999,city,37.89684957281639,0,33.2,low,207.78895892433383
4000.0,,,Premium,7.225,city,38.974124705387794,1,31.9,low,98.38053070706577
2000.0,,,Regular,9.775,highway,87.41229088792203,0,33.8,low,131.15705899594496
6000.0,,,Premium or E85,5.95,highway,69.3319340738466,0,33.2,medium,85.50677911071573
6000.0,,,Premium or E85,5.95,highway,94.402816350756,0,35.4,medium,120.02526791160412
4000.0,,,Premium,7.6499999999999995,highway,86.91681569761553,1,32.6,high,132.14821873301105
6000.0,,,Premium or E85,5.95,city,31.509125094492752,1,34.4,high,142.20925691957865
1600.0,,,Regular,13.174999999999999,hilly,49.81297269343393,0,31.0,low,117.54231575958902
1600.0,,,Regular,13.6,highway,89.19586015847948,1,32.3,high,144.85732850777006
6000.0,,,Premium or E85,5.95,city,38.38948737979634,0,32.4,medium,100.47207026322687
2500.0,,,Regular,10.625,city,35.1873942370153,1,35.2,low,81.42431527886227
2000.0,,,Regular,10.2,city,38.01995163704126,0,36.1,low,55.73908149853992
2000.0,,,Regular,10.2,hilly,55.021892026803336,0,34.2,medium,74.98111355737282
2000.0,,,Regular,10.625,city,27.973820131267633,0,34.3,low,105.15723608313502
6200.0,,,Regular,8.075,city,45.474612331547284,1,33.5,medium,132.04532956191238
6200.0,,,Regular,7.6499999999999995,hilly,46.59891982531309,0,31.6,low,39.26615951933846
4700.0,,,Premium,8.5,highway,85.39493373479344,1,29.7,medium,163.92617380437454
2700.0,,,Premium,10.2,city,24.198630388614664,0,32.6,medium,141.63022277208097
2700.0,,,Premium,10.625,highway,83.82053333208285,1,34.7,medium,153.4839016731192
3400.0,,,Premium,9.35,highway,98.28649220346439,0,31.6,medium,114.62421023436276
3400.0,,,Premium,9.775,city,43.078752973147274,1,26.7,low,121.65846015922207
3400.0,,,Premium,9.35,highway,116.57032066421328,1,32.0,low,145.55455683247231
3400.0,,,Premium,9.775,highway,91.87376794945139,1,33.5,low,34.747180977013784
3800.0,,,Premium,9.35,highway,89.08670333708865,0,36.9,medium,95.42582672326975
3800.0,,,Regular,8.075,hilly,60.182644287550644,1,34.6,medium,135.6294278187175
3800.0,,,Premium,9.35,highway,69.8547784239887,1,37.3,medium,125.91740480209843
3800.0,,,Premium,8.924999999999999,highway,93.23141377075082,0,38.3,medium,171.08115146120485
3800.0,,,Premium,9.35,highway,79.18819735845734,1,33.3,low,121.80359177507752
3400.0,,,Premium,9.35,city,37.607706734589435,1,33.4,low,178.87407038406423
3400.0,,,Premium,9.775,city,34.708582714077096,1,35.6,low,145.01437167461313
3400.0,,,Premium,8.924999999999999,hilly,48.5308745396741,1,35.7,low,187.90056745879588
3400.0,,,Premium,9.35,highway,90.7078385689919,1,32.8,medium,164.71704406310383
3800.0,,,Premium,8.924999999999999,city,38.05228986212337,1,34.7,low,143.476232355794
3800.0,,,Premium,9.35,city,37.25449877797155,0,29.6,medium,187.48564251216558
3800.0,,,Premium,8.924999999999999,city,42.607101120636685,1,31.2,low,130.97037634013574
5000.0,,,Regular,8.075,city,31.815660616886188,1,36.0,low,166.68681549262504
3800.0,,,Premium,8.924999999999999,city,31.769622696284618,0,31.9,medium,193.31025445108605
5800.0,,,Premium,7.6499999999999995,highway,85.75032090516143,1,32.9,low,94.17958585108556
6200.0,,,Premium,6.8,city,33.98887877967263,1,30.0,medium,171.82282744106683
6200.0,,,Premium,5.95,highway,69.47413763300032,0,34.2,high,96.76732464546748
6200.0,,,Regular,8.075,hilly,54.5938143786266,1,31.6,low,151.4648473330449
3600.0,,,Regular,9.35,hilly,51.300589352405325,0,33.8,high,186.96963037556398
3600.0,,,Regular,8.5,highway,87.93115293650617,0,35.1,high,168.350595161884
6200.0,,,Regular,7.6499999999999995,city,40.9065745298135,0,31.5,low,90.18118002932479
3000.0,,,Premium,8.924999999999999,highway,84.86825105133936,1,35.2,high,114.6237583296547
2400.0,,,Regular,12.325,highway,79.04057265907907,1,35.7,medium,30.003852978931064
1900.0,,,Regular,11.475,city,38.124322370427436,1,36.2,medium,122.36013012690576
1900.0,,,Regular,10.625,highway,114.78450140705857,0,29.8,high,148.47490607754085
2400.0,,,Regular,12.325,highway,88.43370076553423,0,33.8,medium,152.480925389309
6200.0,,,Premium,6.8,highway,79.61513859962982,1,32.2,medium,231.37031585289935
6200.0,,,Regular,5.95,city,31.638836218235422,0,32.7,low,177.02351086226992
1400.0,,,Premium,13.174999999999999,city,31.956672086907787,0,34.1,low,129.97592103397687
2000.0,,,Regular,12.325,highway,90.24292261921708,1,32.4,low,78.63395138129087
3700.0,,,Premium,8.5,city,35.47856692556473,0,33.2,medium,157.90839198145295
3000.0,,,Premium,8.924999999999999,city,37.157024779543654,1,33.5,low,142.1434123939592
5000.0,,,Premium,7.6499999999999995,highway,81.64282300392219,1,32.9,low,99.49623744899962
3600.0,,,Premium,8.924999999999999,highway,80.82020158657586,1,32.5,low,63.74955018637191
3600.0,,,Premium,8.924999999999999,city,39.6186386250028,1,32.4,medium,192.30602247970236
1900.0,,,Regular,13.174999999999999,city,31.912508762796023,1,32.0,medium,108.62242015859871
2000.0,,,Premium,9.35,highway,97.21831757381553,0,33.6,low,91.6267456511701
6200.0,,,Premium,6.8,hilly,44.63051239850143,0,31.8,medium,140.1076823961029
6200.0,,,Premium,5.95,city,38.547324142180145,1,35.6,low,132.61781926926858
4300.0,,,Regular,7.225,highway,92.52387872595695,0,32.7,high,94.51076461748389
5300.0,,,Gasoline or E85,7.225,city,26.019712945977886,1,33.9,high,116.38657607604448
5300.0,,,Gasoline or E85,7.6499999999999995,highway,92.44189518555405,0,33.1,low,45.67657753518225
4800.0,,,Gasoline or E85,6.8,highway,84.15371462755445,1,30.7,medium,110.7890379964367
6200.0,,,Gasoline or E85,5.95,highway,98.4175205133277,1,33.9,medium,44.48540954557491
4300.0,,,Regular,7.225,highway,81.42055592911424,0,33.2,medium,81.59904150581255
5300.0,,,Gasoline or E85,7.6499999999999995,city,35.84788326609515,1,32.1,medium,138.67231638367878
1900.0,,,Regular,11.9,city,37.13657634114739,1,34.0,high,94.35017241954739
5300.0,,,Gasoline or E85,7.225,highway,103.58508492777088,1,29.0,medium,130.18684984245263
4800.0,,,Gasoline or E85,6.8,city,38.79012167049658,1,33.9,medium,123.16434526856473
6200.0,,,Gasoline or E85,5.95,highway,85.555729852322,1,32.2,high,84.57359027295882
4300.0,,,Regular,6.8,city,26.387745321375355,1,28.6,low,135.46119735061
5300.0,,,Gasoline or E85,7.225,city,22.279050440687314,0,34.3,medium,105.7714177872257
4800.0,,,Gasoline or E85,6.375,highway,105.74987174312179,1,34.6,low,74.6843459471053
6200.0,,,Gasoline or E85,5.95,city,28.94577222674245,0,33.2,high,105.98047265000258
4300.0,,,Regular,6.8,highway,97.06656764506715,1,31.7,low,131.0825205109914
5300.0,,,Gasoline or E85,7.225,city,33.128232157423035,0,29.8,low,28.626986727012124
4800.0,,,Gasoline or E85,6.375,city,37.35060417881078,0,33.3,low,95.74060411589501
1900.0,,,Regular,10.625,city,37.41603749249759,1,32.5,medium,54.11764887215442
6200.0,,,Gasoline or E85,5.95,city,29.971250257436473,1,34.6,high,100.24166125702499
4300.0,,,Regular,7.225,highway,99.14463108716888,1,34.6,medium,116.80305028295982
5300.0,,,Gasoline or E85,6.375,city,32.23358227876236,0,33.2,low,163.9619133618279
5300.0,,,Gasoline or E85,5.95,city,39.665269348949366,0,32.7,low,145.24548189926892
5300.0,,,Gasoline or E85,5.95,hilly,46.06548314127154,0,33.2,high,85.48979578880949
5300.0,,,Gasoline or E85,5.95,city,41.254850444824136,0,29.1,low,166.46104507457252
4300.0,,,Regular,7.225,city,41.53302474900448,1,29.0,high,113.2901686127145
5300.0,,,Gasoline or E85,6.375,highway,88.55568144804839,0,28.7,low,42.241510539831864
5300.0,,,Gasoline or E85,5.95,highway,92.73686425394403,0,35.0,medium,152.740881869358
5300.0,,,Gasoline or E85,5.95,city,30.621763994373367,0,32.9,medium,145.45587548967035
2000.0,,,Diesel,14.875,hilly,45.325776742446166,0,34.5,low,132.17633639343444
5300.0,,,Gasoline or E85,5.95,highway,95.68619537705867,0,35.4,medium,77.71892478356907
4800.0,,,Gasoline or E85,5.5249999999999995,city,31.355670011675468,0,30.6,low,70.73048045740092
5300.0,,,Gasoline or E85,5.95,city,39.48541050764987,1,31.6,low,77.89910930275755
5300.0,,,Gasoline or E85,5.95,hilly,51.26725073444679,1,34.7,high,208.54646967025406
4800.0,,,Gasoline or E85,5.5249999999999995,city,30.257637274791882,0,33.4,medium,191.19406318570176
5300.0,,,Gasoline or E85,5.95,highway,78.2276376150405,0,32.2,low,180.15594218761467
5300.0,,,Gasoline or E85,5.95,city,37.943508631507854,1,32.8,medium,72.92240569296956
2000.0,,,Regular,9.775,city,43.50784514881212,1,33.4,low,82.46578473614375
4800.0,,,Premium,7.6499999999999995,highway,65.52667446607177,0,33.7,low,109.76329300039015
4800.0,,,Premium,6.8,hilly,47.05714453952023,1,31.4,medium,230.38931318076538
2300.0,,,Regular,8.924999999999999,city,38.305214364419804,1,34.2,high,119.42010633622668
2400.0,,,Regular,10.625,city,41.344684845803755,0,31.5,low,59.6748469012993
2400.0,,,Regular,9.775,highway,92.86830217557623,1,34.2,medium,50.23937209827835
2000.0,,,Regular,10.625,highway,93.78444528434852,1,33.7,low,72.17556198666854
2000.0,,,Regular,9.35,city,32.193445012861176,1,35.2,high,144.20824911637166
2400.0,,,Regular,10.625,city,33.38187007500485,1,31.3,high,91.54419252321698
2400.0,,,Regular,9.775,hilly,47.546762022278635,1,33.4,medium,128.0960611816356
2000.0,,,Regular,10.2,city,38.5062693630977,1,34.0,low,43.08286473595399
1600.0,,,Regular,10.625,city,37.24378138018773,1,31.5,high,103.7380434637999
2400.0,,,Regular,9.775,city,31.55398302994911,1,33.9,low,73.86951038413838
2400.0,,,Regular,8.924999999999999,city,39.248837827667785,1,33.2,low,158.75380456288616
2300.0,,,Regular,10.625,highway,89.17833400459008,1,33.9,medium,58.64632831954524
2400.0,,,Regular,9.775,city,34.22581522140791,0,31.9,medium,96.6711297994035
2400.0,,,Regular,8.924999999999999,highway,93.55749137563184,1,33.8,medium,152.0439740545314
2000.0,,,Regular,9.35,city,39.463769481645784,1,30.7,low,105.57185851174408
2500.0,,,Regular,9.775,city,36.72947250758944,1,35.1,high,173.46881219414337
2500.0,,,Regular,9.775,highway,90.76271439965542,1,33.2,low,70.96215547926303
2500.0,,,Premium,8.924999999999999,highway,97.07907634528507,0,35.5,medium,155.6776090806638
6200.0,,,Gasoline or E85,6.8,city,39.828252849983436,0,32.6,high,120.64306520245628
6200.0,,,Gasoline or E85,6.8,city,30.003119219132934,1,32.4,medium,105.20589312257917
5300.0,,,Gasoline or E85,7.225,highway,97.20389936070998,1,32.1,medium,130.60783355992953
5300.0,,,Gasoline or E85,7.225,highway,96.63582558032167,0,31.2,medium,26.497836409146075
2300.0,,,Regular,9.35,highway,95.71403395434882,0,33.4,medium,145.80663870058768
5300.0,,,Gasoline or E85,7.225,highway,96.20711976329935,0,30.4,low,92.12876257889117
6000.0,,,Regular,5.1,city,28.252979012021015,0,32.4,medium,118.78717259088253
5300.0,,,Gasoline or E85,7.225,hilly,51.098101614790664,1,32.2,low,153.756410925829
5300.0,,,Gasoline or E85,7.225,city,34.00371592621863,0,29.8,low,138.2772190996346
6200.0,,,Gasoline or E85,6.8,city,35.71834880570258,1,31.0,low,53.979684240375704
6200.0,,,Gasoline or E85,6.8,highway,98.22570823187158,1,30.0,medium,176.81170413046542
6000.0,,,Regular,5.1,city,40.85008795136553,1,33.3,low,138.78542468371165
6200.0,,,Gasoline or E85,6.375,city,39.24467000722248,0,36.0,low,175.94182105606657
5300.0,,,Gasoline or E85,7.225,city,39.98327093540001,1,32.5,high,136.50213482530071
5300.0,,,Gasoline or E85,7.225,highway,111.97128140858284,0,33.4,low,92.62090167930009
2300.0,,,Regular,8.075,highway,96.32532090840043,1,31.5,high,125.39529401957559
5300.0,,,Gasoline or E85,7.225,highway,83.34959819148987,0,30.7,medium,113.93244040373895
5300.0,,,Gasoline or E85,7.225,city,28.54713399701876,0,33.1,medium,104.8510597439856
5300.0,,,Gasoline or E85,7.225,city,40.39747380165819,1,32.0,high,202.9412463978029
6200.0,,,Gasoline or E85,6.375,highway,75.00253003705541,0,28.4,low,106.25778792146775
1800.0,,,Regular Gas and Electricity,21.25,highway,101.95348188398103,0,34.8,low,233.95029376041543
3700.0,,,Premium,8.5,city,42.756066113576324,0,37.2,low,145.13044421159717
3700.0,,,Premium,8.075,city,36.239524168757086,1,33.0,low,132.37726336484275
3700.0,,,Premium,8.5,city,29.82883604819018,1,33.2,medium,153.32417385155537
3700.0,,,Premium,9.35,city,32.352975204100595,1,28.3,medium,130.09820175592515
3700.0,,,Premium,8.5,highway,71.44679715663592,1,32.6,high,35.19133050575195
2300.0,,,Regular,7.225,highway,89.39236825710951,1,32.7,low,115.66611555765462
3600.0,,,Regular,8.924999999999999,hilly,51.42140551892951,1,32.9,low,109.45281714278036
5600.0,,,Premium,8.075,city,34.33019254740797,1,32.6,medium,88.79416222288985
5600.0,,,Premium,7.6499999999999995,city,48.653131368326136,1,31.0,high,138.5906479090724
3500.0,,,Premium,12.325,highway,102.46079714371201,1,33.2,low,191.9585994800504
3700.0,,,Premium,8.924999999999999,city,27.958926827262417,1,33.7,low,98.62483565464026
2500.0,,,Regular,10.2,highway,96.08494312252738,0,39.2,medium,114.20397868259867
2500.0,,,Regular,11.475,highway,96.9999739101733,0,32.6,low,66.22289311653114
3600.0,,,Regular,8.5,city,35.21429713905185,1,33.4,medium,54.875197875039504
3600.0,,,Regular,8.924999999999999,city,32.68150675948532,1,34.1,low,159.47377399275553
6200.0,,,Gasoline or E85,5.95,city,39.27343466039737,0,33.9,low,154.84995748893328
2000.0,,,Diesel,17.0,highway,84.25833202865694,1,32.9,low,138.1583854548436
2300.0,,,Regular,8.5,city,30.211988084153266,1,36.0,low,211.15979898460637
6000.0,,,Gasoline or E85,5.1,city,33.851622043657095,1,31.7,medium,139.30593528854484
6000.0,,,Gasoline or E85,5.1,city,33.69042661939842,0,32.4,medium,145.1747752391471
4800.0,,,Gasoline or E85,5.5249999999999995,highway,92.78557486349523,1,34.3,low,207.18278902341322
6000.0,,,Gasoline or E85,5.5249999999999995,highway,86.96551241073497,1,33.0,low,204.55469102407838
6000.0,,,Gasoline or E85,5.1,hilly,58.58505382558644,0,32.0,medium,64.89190767036285
4800.0,,,Gasoline or E85,5.5249999999999995,highway,93.04068505748506,0,35.6,low,68.96950412725158
6000.0,,,Gasoline or E85,5.5249999999999995,city,36.61342383163733,1,35.6,low,105.57028802675929
6000.0,,,Gasoline or E85,5.1,city,29.291369483665054,0,35.9,medium,91.72037070646206
2500.0,,,Regular,10.2,city,38.312205342308005,1,31.4,medium,68.85632966035686
2500.0,,,Regular,11.049999999999999,highway,79.91020974850974,1,38.2,low,121.81578581089494
1600.0,,,Regular,10.2,highway,78.51208407593023,0,36.5,medium,81.04830053100646
3600.0,,,Regular,8.5,city,34.62964635040116,0,30.0,high,160.29030228529183
6200.0,,,Gasoline or E85,5.95,hilly,39.49519748821406,1,32.9,high,81.12174963204455
6200.0,,,Gasoline or E85,5.95,city,39.60991442949673,1,31.2,low,111.21613914611991
6000.0,,,Regular,5.1,highway,67.77915852722053,1,30.9,low,171.02802535207522
6200.0,,,Gasoline or E85,5.95,highway,81.92034480439148,1,32.1,medium,125.40842884273985
6000.0,,,Regular,5.1,highway,88.23260336809645,0,34.0,high,148.63330784236908
2000.0,,,Premium Gas or Electricity,8.5,highway,91.70444459265167,1,34.6,medium,152.1716851185798
3400.0,,,Premium,9.35,highway,90.77673146000761,0,33.1,low,124.1242184292662
3400.0,,,Premium,10.2,highway,99.77072358752926,1,30.8,low,131.7459499863576
3800.0,,,Premium,8.075,highway,104.85430759346626,1,29.3,low,171.9707216994957
1600.0,,,Regular,10.625,city,32.51453375639442,0,34.3,medium,97.18666425782496
3800.0,,,Premium,8.075,city,35.22020326930669,1,33.3,medium,136.9870382468213
3800.0,,,Premium,8.075,highway,95.36533573996311,0,34.1,medium,73.42304293830618
3800.0,,,Premium,8.075,highway,88.98480118294779,0,35.2,low,84.82115801345415
3800.0,,,Premium,8.075,highway,101.9922645696647,1,32.4,high,43.47576789843194
3800.0,,,Premium,8.075,city,27.813701976516814,0,35.1,high,140.56819208656555
1600.0,,,Regular,13.6,city,41.01185188958425,1,33.0,low,93.46596249811275
1600.0,,,Regular,13.6,city,45.95243599167307,0,31.5,high,173.93145849374628
1600.0,,,Regular,13.6,hilly,31.326261524484046,0,33.0,low,122.26699786897615
2400.0,,,Gasoline or E85,10.2,city,37.99482571425591,1,33.8,medium,137.3427441654104
3600.0,,,Regular,8.924999999999999,city,41.363219723519855,1,33.5,medium,151.85157408831432
1600.0,,,Regular,11.475,city,29.283420341370846,0,31.4,low,102.66686366926734
2500.0,,,Regular,10.625,city,36.86369413809409,1,33.9,high,117.32142943000854
2500.0,,,Regular,10.625,city,41.76349250062055,0,34.4,medium,63.62577124800293
2000.0,,,Regular,12.75,highway,109.89727076804405,0,31.2,medium,39.12492774545166
2500.0,,,Premium,8.924999999999999,city,34.74543881133922,1,30.5,high,170.30999159763303
2500.0,,,Premium,8.075,city,42.05904535029523,1,31.2,medium,110.33119815816852
3600.0,,,Gasoline or E85,8.924999999999999,city,33.040284297354354,0,33.2,medium,118.69248619570786
2000.0,,,Gasoline or E85,9.35,city,32.2912531781085,1,32.3,low,147.48095979381267
2000.0,,,Gasoline or E85,10.2,highway,100.74368314713001,1,33.5,low,220.21251336197088
2000.0,,,Gasoline or E85,9.35,hilly,50.50049818686864,1,33.0,low,171.27978035166944
3600.0,,,Regular,8.924999999999999,highway,115.95134715552568,0,34.8,medium,171.1430765017206
2000.0,,,Regular,9.35,highway,101.26667426106255,1,31.4,high,66.14835080537088
1400.0,,,Regular,12.75,city,37.83381387866801,1,31.7,low,85.73213714044978
1400.0,,,Regular,12.75,highway,81.33065709137173,1,34.0,medium,103.06048542250116
1400.0,,,Regular,13.6,city,38.034514619535486,0,27.6,low,172.07980469632028
1400.0,,,Regular,12.75,highway,101.61590533616561,0,33.2,high,112.22986301046704
1800.0,,,Regular,12.325,highway,99.57055732427557,1,33.0,high,188.25426807251955
1800.0,,,Regular,11.049999999999999,city,34.04339424267441,1,34.6,medium,137.75220776396316
3600.0,,,Regular,8.924999999999999,city,40.00550293405884,1,34.6,medium,162.53616535600779
2000.0,,,Regular,12.75,city,44.455363150575025,0,30.9,medium,158.96123689818808
2500.0,,,Premium,8.924999999999999,city,30.748138699318265,0,33.5,high,111.84623943142006
2500.0,,,Premium,8.075,city,40.67991201394828,1,31.5,medium,102.89061708901109
2000.0,,,Regular,10.625,hilly,36.66321166672133,1,35.9,high,127.69467181798419
4800.0,,,Premium,7.225,city,39.308624718026806,1,31.0,medium,118.43673038622549
2700.0,,,Regular,9.775,highway,90.84802410831091,1,33.9,medium,53.404964289619215
3500.0,,,Regular,8.924999999999999,highway,96.70440715591455,0,32.0,high,111.89711166476263
2700.0,,,Regular,9.35,city,32.37608868338807,1,33.8,high,156.2166770255606
3500.0,,,Regular,8.924999999999999,city,34.465104265770364,1,35.7,high,132.48255940707787
3600.0,,,Gasoline or E85,8.075,city,37.33464226885094,0,35.7,medium,139.371812337043
3600.0,,,Gasoline or E85,7.6499999999999995,city,38.02710395949123,1,33.8,medium,76.00164833982328
,,,Electricity,37.824999999999996,city,50.39999753425801,0,31.2,low,83.64558990329067
2000.0,,,Premium,11.049999999999999,city,38.283941780424946,1,34.1,low,144.49312567346223
1800.0,,,Premium,11.049999999999999,city,29.07619190060705,1,29.9,low,83.51707992156696
2000.0,,,Regular,9.35,highway,96.50873236101151,1,33.2,medium,182.53839282777705
2000.0,,,Premium,11.049999999999999,highway,85.43523627534039,0,34.5,medium,186.7405555295278
3000.0,,,Premium,8.924999999999999,city,34.763932599460986,1,32.4,low,126.97778417109998
3000.0,,,Premium,8.924999999999999,highway,96.71997681129902,1,33.0,low,71.24612870337317
3000.0,,,Premium,8.5,hilly,47.46031605773996,0,30.1,low,92.66870753449841
4200.0,,,Premium,7.6499999999999995,city,41.43679001983651,0,38.5,low,142.35723445609517
2000.0,,,Premium,11.049999999999999,city,38.07716190738324,1,29.2,medium,161.91274709096623
2500.0,,,Premium,8.5,city,42.369853668849885,0,31.9,medium,166.28654671052183
1200.0,,,Regular,14.45,city,42.104536824347655,0,33.5,medium,218.60861370286702
5000.0,,,Premium,7.225,highway,102.03035009484483,0,29.7,high,139.0838297042114
5000.0,,,Premium,7.6499999999999995,highway,78.96139388384896,0,35.8,low,115.78050001463482
2600.0,,,Premium,8.075,highway,101.88603655571815,0,36.7,medium,124.38553306061982
2000.0,,,Premium,10.625,city,27.873090105897553,0,32.2,medium,73.12565881516298
2500.0,,,Regular,9.35,highway,111.37534758602284,1,29.6,medium,120.54832794220646
2000.0,,,Premium,11.049999999999999,city,38.1509605963544,1,33.2,high,92.09902796866712
3000.0,,,Premium,8.924999999999999,city,34.49505603697697,1,32.8,medium,121.78389658484859
3000.0,,,Premium,8.5,city,32.968604609368164,1,34.7,medium,65.77843704344701
1400.0,,,Regular,13.6,highway,84.40986686519821,0,34.1,high,104.92838101183783
1400.0,,,Regular,12.75,highway,91.36028279528148,0,33.0,medium,109.05461482169143
1600.0,,,Regular,13.174999999999999,highway,89.43926588273737,1,31.5,low,122.659594298433
1600.0,,,Regular,13.174999999999999,highway,75.83202637893906,0,35.3,low,157.47366994635155
1600.0,,,Regular,11.475,city,36.10328431671586,0,31.1,low,82.78885016939415
3000.0,,,Diesel,10.2,city,31.487372078678128,1,33.8,low,49.661387999268925
1600.0,,,Regular,11.9,highway,87.52652185323771,0,34.4,medium,90.54170140781179
2000.0,,,Regular,11.9,hilly,62.612866305990764,1,32.8,medium,167.7885265106038
2000.0,,,Regular,11.475,highway,86.32400848570839,0,32.4,low,66.8501860265057
2400.0,,,Regular,11.049999999999999,city,34.26446833847112,1,32.1,low,100.26720576211298
2400.0,,,Regular,11.049999999999999,hilly,47.91042000235745,1,33.6,low,82.16516959405965
2000.0,,,Regular,11.9,city,34.792483082806164,1,31.5,high,141.06469229894063
2000.0,,,Premium,11.475,city,40.85383122553468,1,33.3,low,143.97238989992513
2000.0,,,Premium,9.35,city,34.61498254306369,0,30.6,medium,98.48435225239935
3000.0,,,Regular,8.924999999999999,city,32.03609037704877,1,31.2,medium,53.64592625701731
2500.0,,,Regular,10.2,highway,102.96561717106975,0,30.4,medium,172.1499799136637
3000.0,,,Premium,7.6499999999999995,highway,89.56342329594322,1,32.5,low,155.47984771358614
2500.0,,,Regular,10.2,city,38.020026125410965,1,33.0,medium,154.15887951841702
2500.0,,,Regular,10.2,city,36.98063524560393,1,30.5,medium,143.03336955697642
2500.0,,,Regular,9.775,highway,100.30737827636361,1,33.0,medium,132.54164252024034
3000.0,,,Premium,10.2,city,28.767737695088734,1,32.4,medium,108.77938408001386
3600.0,,,Regular,8.924999999999999,city,33.47614753167665,0,31.6,medium,115.29711545601437
3000.0,,,Regular,8.075,city,37.374973193482646,1,32.1,medium,155.92917705797004
3000.0,,,Regular,8.924999999999999,highway,99.64625434324205,1,34.8,medium,64.09809002140271
3000.0,,,Regular,8.924999999999999,hilly,57.608974615057306,1,30.3,high,75.65270838985157
1400.0,,,Regular,13.6,city,30.253507191551243,1,31.0,medium,129.03605606739808
1400.0,,,Regular,12.75,highway,94.38599148727648,0,33.2,high,20.294494728790625
2000.0,,,Diesel,14.45,highway,86.32075460795232,0,33.2,low,124.22602840393967
5600.0,,,Premium,5.5249999999999995,city,34.34324050987714,0,32.4,medium,153.5912134732008
2000.0,,,Regular,11.475,hilly,58.096572591561554,1,30.5,medium,94.99039004244909
1800.0,,,Regular,12.75,city,41.437910365365596,0,32.5,low,145.1900958176728
1800.0,,,Regular,12.75,highway,88.73772105194884,0,32.5,low,69.47738239614291
2000.0,,,Regular,11.049999999999999,highway,83.02000141459456,0,32.6,medium,113.95000727706234
2400.0,,,Regular,11.475,city,37.42332159876221,1,34.5,medium,91.97640540063028
2400.0,,,Regular,11.475,highway,79.47842036482999,1,32.3,high,95.67938290176718
2000.0,,,Regular,12.325,highway,87.28953603317322,0,29.0,low,68.41610852253734
2000.0,,,Regular,11.9,city,37.097564653262495,0,34.1,low,114.12769122372848
2000.0,,,Regular,12.75,highway,90.31532936480538,1,31.6,medium,211.90757388665784
2400.0,,,Regular,11.049999999999999,hilly,39.192822585575435,1,28.0,medium,117.26241175685554
2300.0,,,Regular,8.5,highway,83.00737772764253,1,32.9,medium,87.2082793749885
2400.0,,,Regular,11.049999999999999,highway,87.96875859926479,0,30.4,high,168.967287664817
2500.0,,,Regular,13.174999999999999,city,39.06028869684876,1,34.2,high,134.63577236708707
3500.0,,,Regular,10.625,city,28.560913101895853,0,32.3,medium,153.3973945345036
2000.0,,,Premium,11.475,city,41.81859100244276,1,34.6,medium,8.780783549733172
2000.0,,,Premium,11.049999999999999,highway,96.81297630575374,1,33.6,low,82.46367869661408
2000.0,,,Diesel,14.45,highway,90.13043900308747,0,35.1,low,129.3879354671445
3600.0,,,Premium,9.775,hilly,44.3913716319886,1,34.2,medium,125.53425414862117
3000.0,,,Regular,8.924999999999999,city,39.49432093594329,0,29.5,low,92.47105596303659
3600.0,,,Regular,8.5,hilly,42.0717819088091,1,33.2,medium,84.87536525425679
2400.0,,,Regular,8.5,hilly,52.64452006390772,0,28.6,low,167.36350116258274
2000.0,,,Premium,10.2,highway,83.75344982737124,0,33.8,high,125.98771143027244
2000.0,,,Premium,10.2,highway,95.61794547992757,0,34.8,medium,85.17125163376858
3600.0,,,Regular,8.924999999999999,city,35.39594702408915,0,32.0,medium,114.06952618075103
3000.0,,,Regular,8.924999999999999,city,46.911794628252174,1,33.1,medium,187.21373498097046
3000.0,,,Regular,8.924999999999999,city,36.77167326091947,1,36.4,low,149.4043040693565
2000.0,,,Regular,11.475,city,34.75568858842523,1,33.8,low,157.583798085995
6000.0,,,Regular,8.924999999999999,city,27.903696033386275,1,35.3,low,98.78493491724097
6000.0,,,Regular,8.924999999999999,highway,84.75838691928362,0,32.7,medium,79.53517304389527
6000.0,,,Regular,8.924999999999999,city,34.569283715690155,1,33.4,low,65.92804777809633
6000.0,,,Regular,8.924999999999999,city,25.277229630956143,1,33.1,low,199.62962459078028
2400.0,,,Regular,8.5,city,29.874762239918972,1,29.0,high,133.28127172041658
